TripCategory,HBWtrip,HBWabs,HBWrel,HBCtrip,HBCabs,HBCrel,HBOtrip,HBOabs,HBOrel,NHBtrip,NHBabs,NHBrel,HBSchtrip,HBSchabs,HBSchrel,TOTtrip,TOTabs,TOTrel,
                        Drop Off,-,-,-,-,-,-,-,-,-,-,-,-,    114684,  25.75,  57.20,    114684,   2.69,  57.20
        3) Transit,     20840,   2.34,   2.42,     18511,  16.45,  21.63,      8767,   0.45,   0.49,      1741,   0.20,   0.22,-,-,-,     49859,   1.17,   1.27
            4) Local Bus (LCL),      8053,   0.90,  38.64,      6777,   6.02,  36.61,      3227,   0.17,  36.80,       644,   0.07,  37.00,-,-,-,     18701,   0.44,  37.51,
                    LCL Walk,      7536,   0.85,  93.58,      5677,   5.04,  83.76,      3143,   0.16,  97.40,       626,   0.07,  97.21,-,-,-,     16982,   0.40,  90.81,
                    LCL Drive,       517,   0.06,   6.42,      1100,   0.98,  16.24,        84,   0.00,   2.60,        18,   0.00,   2.79,-,-,-,      1719,   0.04,   9.19
            4) Core Bus (COR),         0,      0,      0,         0,      0,      0,         0,      0,      0,         0,      0,      0,-,-,-,         0,      0,      0,
                    COR Walk,         0,      0,   0.00,         0,      0,   0.00,         0,      0,   0.00,         0,      0,   0.00,-,-,-,         0,      0,   0.00,
                    COR Drive,         0,      0,   0.00,         0,      0,   0.00,         0,      0,   0.00,         0,      0,   0.00,-,-,-,         0,      0,   0.00
            4) Bus-Rapid Transit (BRT),      1416,   0.16,   6.80,      4246,   3.77,  22.94,       631,   0.03,   7.20,       161,   0.02,   9.26,-,-,-,      6454,   0.15,  12.95,
                    BRT Walk,      1344,   0.15,  94.93,      3138,   2.79,  73.90,       627,   0.03,  99.37,       161,   0.02,  99.85,-,-,-,      5270,   0.12,  81.65,
                    BRT Drive,        72,   0.01,   5.07,      1108,   0.98,  26.10,         4,   0.00,   0.63,         0,   0.00,   0.15,-,-,-,      1184,   0.03,  18.35
            4) Express Bus (EXP),       451,   0.05,   2.16,       204,   0.18,   1.10,        49,   0.00,   0.56,        14,   0.00,   0.78,-,-,-,       717,   0.02,   1.44,
                    EXP Walk,       193,   0.02,  42.91,        68,   0.06,  33.31,        44,   0.00,  90.94,        14,   0.00,  99.99,-,-,-,       319,   0.01,  44.54,
                    EXP Drive,       257,   0.03,  57.09,       136,   0.12,  66.69,         4,   0.00,   9.06,         0,   0.00,   0.01,-,-,-,       398,   0.01,  55.46
            4) Light-Rail Transit (LRT),      6903,   0.77,  33.12,      3994,   3.55,  21.58,      3844,   0.20,  43.85,       725,   0.08,  41.62,-,-,-,     15466,   0.36,  31.02,
                    LRT Walk,      5520,   0.62,  79.97,      2795,   2.48,  69.98,      3405,   0.17,  88.56,       688,   0.08,  94.93,-,-,-,     12408,   0.29,  80.22,
                    LRT Drive,      1383,   0.16,  20.03,      1199,   1.07,  30.02,       440,   0.02,  11.44,        37,   0.00,   5.07,-,-,-,      3058,   0.07,  19.78
            4) Commuter-Rail Transit (CRT),      3995,   0.45,  19.17,      3290,   2.92,  17.77,       995,   0.05,  11.35,       188,   0.02,  10.82,-,-,-,      8468,   0.20,  16.98,
                    CRT Walk,      1305,   0.15,  32.66,       944,   0.84,  28.69,       410,   0.02,  41.17,       137,   0.02,  72.71,-,-,-,      2795,   0.07,  33.01,
                    CRT Drive,      2690,   0.30,  67.34,      2346,   2.08,  71.31,       585,   0.03,  58.83,        51,   0.01,  27.29,-,-,-,      5673,   0.13,  66.99,
  
   Model: v10x,
   Scenario: C56,
   RunYear: 2023,
   Socio-Economic year modeled:         2023,
   Network infrastructure year modeled: 2023,
   Period the results apply to:  Peak Period,
   Shares\RegionShares_Pk.csv,
   For this run Mode Choice was run in its regular form (i.e. not bypassed with approximation).,
   NOTE:  Indentations correspond with each level in the nested Logit choice model.
