Bin,HBW,HBShp,HBOth,HBSch_Pr,HBSch_Sc,NHBW,NHBNW,IX,IX_LT,IX_MD,IX_HV,XI,XI_LT,XI_MD,XI_HV,II_LT_D2D,II_LT_HnS,II_LT_Lcl,II_LT_Reg,II_LT_LHl,II_LT_Unk,II_MD_D2D,II_MD_HnS,II_MD_Lcl,II_MD_Reg,II_MD_LHl,II_MD_Unk,II_HV_D2D,II_HV_HnS,II_HV_Lcl,II_HV_Reg,II_HV_LHl,II_HV_Unk
         0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0
         1,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,           0.24,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0
         2,       10350.73,        5940.46,       86263.20,       17407.93,        5838.90,       25837.41,       42627.07,              0,              0,              0,              0,              0,              0,              0,              0,      105781.23,        1452.75,        3148.56,         740.92,         373.67,        1706.31,         152.06,        2023.13,        4730.10,         150.80,          85.09,         461.33,         379.69,         124.18,        2201.08,         121.32,         116.50,         457.15
         3,       16484.94,       17124.23,      207235.84,       32650.41,       12841.82,       19348.75,       48122.35,           0.50,              0,           0.28,           0.03,          24.00,              0,           0.35,           0.02,       73506.07,        1663.04,        4134.34,         798.64,         421.40,        2169.76,         164.79,        3038.45,        2878.40,         178.10,          44.90,         259.63,         479.98,         202.55,         908.95,         110.33,         107.61,         416.81
         4,       39135.83,       58272.04,      419817.04,       72175.87,       35189.03,       40860.93,      140650.10,           1.60,              0,           1.83,           0.05,          68.40,              0,           1.40,           0.51,       79801.74,        3263.31,        7752.66,        1491.52,         676.00,        3490.09,         296.90,        3382.09,        6436.01,         133.53,          51.65,         516.46,         254.12,         287.02,        1190.73,          67.78,          59.53,         284.94
         5,       45094.10,       72970.53,      416595.44,       60527.54,       38221.68,       41189.27,      122090.17,          36.35,              0,           3.78,           0.44,         225.99,              0,           4.42,           0.47,       19507.58,        2885.17,        7201.15,        1285.00,         586.77,        3179.35,         101.83,        2744.07,        6781.41,         151.80,          77.77,         562.75,         129.25,         304.82,        1313.84,          77.99,          66.22,         316.15
         6,       65276.30,      103331.34,      462219.69,       38625.25,       35775.30,       60124.56,      180740.05,         218.25,              0,          51.75,           3.03,         511.83,              0,          61.28,           5.61,       12749.29,        4073.25,       10505.11,        1891.20,         899.39,        4285.86,         139.95,        3522.64,        8135.33,         186.48,          81.28,         697.15,         191.29,         222.36,        1548.72,         100.88,          68.42,         313.41
         7,       69087.20,      104935.91,      449839.98,       26688.54,       44088.72,       59515.72,      167053.38,         573.82,              0,          62.31,           6.97,         605.06,              0,          68.26,           9.73,        9973.20,        4500.33,       11526.70,        2038.18,        1013.51,        4606.66,         192.49,        4600.70,        7877.70,         246.75,          81.15,         657.23,         259.93,         185.88,        1470.34,         133.31,          84.76,         319.15
         8,       67995.91,      100932.26,      394077.89,       24945.13,       48146.65,       52490.04,      141657.52,        2158.51,              0,         141.25,           5.40,        1341.72,              0,         174.36,           8.91,        8730.00,        3750.66,       10080.61,        1860.14,         828.09,        4095.21,         213.03,        4792.52,        6826.92,         271.08,          66.19,         549.58,         274.59,         165.86,        1348.21,         116.64,          77.30,         300.71
         9,       71675.92,       89586.20,      340596.89,       22207.45,       36083.24,       52633.07,      131961.02,        2373.07,              0,         139.07,          18.51,        2877.38,              0,         173.63,          24.81,        8722.65,        3805.13,       10719.91,        1959.57,         899.29,        4181.93,         187.77,        4972.37,        6369.82,         265.08,          66.38,         514.61,         275.26,         149.60,        1251.80,         109.77,          72.63,         267.34
