I,J,TOT,HBW,HBShp,HBOth,HBSch_Pr,HBSch_Sc,HBC,NHBW,NHBNW,IX,XI,XX,II_LT,II_MD,II_HV,Ext_MD,Ext_HV,HBSch,HBO,NHB,TTUNIQUE,HBOthnTT,Tot_HBW,Tel_HBW,Tot_NHBW,Tel_NHBW,II_LT_D2D,II_LT_HnS,II_LT_Lcl,II_LT_Reg,II_LT_LHl,II_LT_Unk,II_MD_D2D,II_MD_HnS,II_MD_Lcl,II_MD_Reg,II_MD_LHl,II_MD_Unk,II_HV_D2D,II_HV_HnS,II_HV_Lcl,II_HV_Reg,II_HV_LHl,II_HV_Unk,IX_MD,XI_MD,XX_MD,IX_HV,XI_HV,XX_HV
         1,         1,   129024.41,    11067.64,     9722.71,    49997.56,     4142.07,     4111.71,           0,     7227.95,    17209.27,           0,           0,           0,    15772.87,     5594.50,     4179.99,           0,           0,     8253.77,    59720.01,    24437.21,           0,    49997.56,    12293.97,     1226.92,     7700.60,      472.64,    12668.88,      589.71,     1500.45,      278.48,      114.35,      621.07,       57.86,      748.80,     4252.33,      123.44,       83.30,      328.82,      471.11,      343.98,     2384.13,      204.76,      146.38,      629.83,           0,           0,           0,           0,           0,           0
         1,         2,      957.07,       69.37,        5.32,      386.52,           0,           0,           0,       83.81,      161.59,           0,           0,           0,      183.28,       50.47,       17.05,           0,           0,           0,      391.80,      245.37,           0,      386.52,       76.65,        7.34,       87.20,        3.41,      144.38,        7.23,       20.72,        2.65,        0.84,        7.46,        0.13,        2.97,       44.44,        0.69,        0.41,        1.83,        2.25,        1.13,       10.49,        0.66,        0.28,        2.24,           0,           0,           0,           0,           0,           0
         1,         3,        0.54,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,        0.54,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,        0.54,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0
         1,         4,     9474.56,     1855.86,      443.71,     3494.72,      240.05,      340.48,           0,      638.32,      891.20,           0,           0,           0,      444.73,      595.98,      530.11,           0,           0,      580.53,     3938.37,     1529.44,           0,     3494.72,     2069.03,      213.18,      668.88,       30.16,      145.39,       41.84,      166.56,       29.19,        7.82,       53.93,        2.99,       75.17,      461.36,       18.18,       11.17,       27.11,       82.63,       63.17,      210.01,       57.21,       31.59,       85.52,           0,           0,           0,           0,           0,           0
         1,         5,     4779.48,     1237.60,       85.78,     1428.97,       14.74,       25.69,      217.00,      415.94,      412.10,           0,           0,           0,      194.71,      395.65,      353.68,           0,           0,       40.43,     1514.67,      827.59,           0,     1428.97,     1396.42,      160.26,      442.90,       26.94,       10.65,       24.84,      100.76,       22.00,        6.75,       29.71,        3.45,       52.54,      298.26,       13.02,        8.68,       19.71,       47.79,       38.18,      170.05,       31.38,       14.72,       51.56,           0,           0,           0,           0,           0,           0
         1,         6,        7.25,        0.07,           0,        2.06,           0,           0,           0,        0.04,        0.11,           0,           0,           0,        4.95,        0.02,           0,           0,           0,           0,        2.06,        0.15,           0,        2.06,        0.07,           0,        0.04,           0,        4.95,           0,           0,           0,           0,           0,           0,           0,        0.02,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0
         1,         7,        0.11,        0.01,           0,        0.05,           0,           0,           0,           0,           0,           0,           0,           0,        0.05,           0,           0,           0,           0,           0,        0.05,           0,           0,        0.05,        0.01,           0,           0,           0,        0.05,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0
         1,         8,     2930.92,      909.54,       13.28,      873.46,       12.92,       26.96,       24.00,      379.90,      328.55,           0,           0,           0,      211.47,      132.77,       19.34,           0,           0,       39.87,      886.74,      708.20,           0,      873.46,     1050.01,      141.52,      405.47,       25.92,        1.60,       26.68,      116.82,       24.22,        7.35,       34.79,        0.18,       11.42,      103.29,        1.87,        2.16,       13.85,        5.02,        1.49,        9.29,        1.39,        0.54,        1.61,           0,           0,           0,           0,           0,           0
         1,         9,      672.64,      163.53,       13.82,      209.74,        1.76,        1.88,           0,       76.55,       73.85,           0,           0,           0,       69.38,       52.09,       10.17,           0,           0,        3.64,      223.56,      150.38,           0,      209.74,      184.49,       20.63,       78.78,        2.27,           0,        6.90,       39.60,       10.52,        2.96,        9.38,        0.02,        3.97,       39.77,        0.25,        1.05,        7.03,        0.78,        0.65,        7.09,        0.49,        0.25,        0.91,           0,           0,           0,           0,           0,           0
         1,        10,        0.52,           0,           0,        0.51,           0,           0,           0,           0,        0.01,           0,           0,           0,           0,           0,           0,           0,           0,           0,        0.51,        0.01,           0,        0.51,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0
