Bin,HBW,HBShp,HBOth,HBSch_Pr,HBSch_Sc,NHBW,NHBNW,IX,IX_LT,IX_MD,IX_HV,XI,XI_LT,XI_MD,XI_HV,II_LT_D2D,II_LT_HnS,II_LT_Lcl,II_LT_Reg,II_LT_LHl,II_LT_Unk,II_MD_D2D,II_MD_HnS,II_MD_Lcl,II_MD_Reg,II_MD_LHl,II_MD_Unk,II_HV_D2D,II_HV_HnS,II_HV_Lcl,II_HV_Reg,II_HV_LHl,II_HV_Unk
         0,       89984.67,      120433.87,      775393.93,      112161.40,       48652.15,      151333.81,      397733.84,              0,              0,              0,              0,           0.24,              0,              0,              0,      250659.20,        9208.67,       21452.89,        4348.07,        2517.83,       10020.62,         885.64,       14448.17,       21061.22,         760.15,         266.68,        1886.76,        1302.13,         779.38,        5998.97,         350.19,         319.27,        1402.27
         1,      149188.99,      225740.92,     1088616.59,      118486.04,       89605.70,      133937.42,      370338.01,           1.18,              0,           0.28,           0.08,          39.35,              0,           0.54,           0.40,       50173.07,        9620.98,       24287.69,        4263.53,        1995.77,        9940.49,         465.92,       12023.06,       18260.34,         605.06,         175.55,        1454.34,         611.49,         571.94,        3439.11,         269.39,         191.24,         801.23
         2,      137625.00,      178330.36,      765731.15,       46360.84,       82379.33,      102569.40,      256859.43,           8.82,              0,           4.70,           2.73,         153.65,              0,           4.55,           3.52,       16853.56,        7565.54,       20072.24,        3576.97,        1605.46,        7981.25,         372.30,       10569.07,       13360.09,         584.65,         136.94,        1049.23,         622.95,         350.43,        2821.92,         251.17,         168.98,         625.75
         3,      123222.85,      120478.79,      531484.06,       32665.60,       52342.23,       71699.53,      167571.75,         366.88,              0,          20.98,           3.00,         548.62,              0,          38.77,           6.35,       12532.06,        6140.66,       16798.45,        3159.68,        1318.90,        6610.87,         315.29,        9631.30,       10300.70,         550.82,         114.03,         809.16,         639.42,         266.49,        2244.45,         206.47,         138.65,         512.49
         4,      111202.01,       77509.47,      364912.19,       12979.37,       27237.30,       55981.86,      117395.28,        1172.74,              0,          89.78,          12.12,        1149.58,              0,         127.22,          16.45,        9862.67,        4756.39,       13180.35,        2651.67,        1032.06,        5239.03,         240.95,        8256.21,        7993.57,         477.95,          90.65,         635.23,         559.80,         196.06,        1675.77,         148.94,         101.31,         384.17
         5,      101168.19,       48386.94,      261404.98,        6453.92,       17819.69,       44639.23,       85248.21,        1785.62,              0,         229.48,          14.13,        2136.23,              0,         246.82,          21.47,        7495.67,        3623.22,       10273.11,        2121.63,         783.43,        4066.54,         182.35,        7091.92,        6034.20,         407.43,          62.72,         459.90,         453.33,         148.13,        1209.93,         103.58,          70.27,         271.03
         6,       94677.23,       30310.26,      194277.69,        4022.20,       10060.06,       33882.03,       60510.92,        2326.49,              0,         117.02,          24.59,        2576.53,              0,         128.06,          28.06,        5642.88,        2770.48,        7964.45,        1683.23,         589.56,        3156.94,         144.38,        5726.54,        4394.15,         317.95,          40.89,         318.60,         346.56,          92.20,         783.03,          58.09,          38.65,         165.65
         7,       86519.76,       20711.12,      148083.56,        2753.94,        6458.55,       28417.16,       47084.12,        3537.56,              0,         172.49,          30.70,        6711.25,              0,         220.35,          45.75,        4399.51,        2221.93,        6437.07,        1410.87,         492.86,        2575.73,         126.83,        5018.99,        3481.58,         284.65,          34.23,         250.04,         326.29,          81.69,         621.71,          51.64,          34.69,         141.82
         8,       76639.43,       14337.78,      113951.64,        1973.89,        4160.90,       23699.50,       37748.30,        2128.91,              0,         195.94,          46.06,        9037.49,              0,         272.89,          71.96,        3383.97,        1780.38,        5312.25,        1196.01,         406.40,        2111.84,         107.14,        4264.60,        2804.54,         238.30,          24.67,         202.17,         263.45,          57.32,         415.08,          37.00,          23.87,          93.53
         9,       68523.95,       10366.65,       94152.38,        1412.84,        2659.07,       20591.68,       30405.98,        1576.35,              0,         163.99,          58.38,        7870.64,              0,         195.29,          76.11,        2597.68,        1489.54,        4545.09,        1045.94,         368.77,        1817.27,         103.36,        3693.68,        2368.75,         211.15,          19.99,         169.85,         206.56,          46.97,         326.44,          29.50,          19.20,          70.69
