Bin,HBW,HBShp,HBOth,HBSch_Pr,HBSch_Sc,NHBW,NHBNW,IX,IX_LT,IX_MD,IX_HV,XI,XI_LT,XI_MD,XI_HV,II_LT_D2D,II_LT_HnS,II_LT_Lcl,II_LT_Reg,II_LT_LHl,II_LT_Unk,II_MD_D2D,II_MD_HnS,II_MD_Lcl,II_MD_Reg,II_MD_LHl,II_MD_Unk,II_HV_D2D,II_HV_HnS,II_HV_Lcl,II_HV_Reg,II_HV_LHl,II_HV_Unk
        20,       20487.89,        1025.64,       17465.36,         166.64,         482.50,        5948.56,        6026.96,        2880.48,              0,         310.49,         354.15,        6203.03,              0,         351.38,         412.07,         105.50,         362.80,        1520.51,         377.03,         121.55,         529.08,          38.63,         934.15,        1210.77,          85.16,          17.24,         104.19,         134.86,          25.92,         128.14,          20.09,          10.23,          35.56
        21,       18556.84,         910.54,       15725.28,         150.64,         389.08,        5138.44,        5282.81,        3090.52,              0,         225.32,         256.72,        3878.19,              0,         306.35,         337.55,          71.62,         335.60,        1417.18,         355.25,         108.86,         486.52,          34.72,         769.55,        1113.09,          74.02,          13.55,          87.37,         114.44,          23.49,         124.83,          18.98,           9.20,          33.15
        22,       16748.93,         761.52,       14184.45,         130.95,         339.43,        4723.48,        4817.55,        2626.01,              0,         234.00,         270.54,        3807.91,              0,         293.42,         341.60,          42.89,         302.64,        1312.79,         331.02,         100.35,         441.92,          30.42,         713.09,        1031.58,          70.49,          14.47,          81.12,         105.55,          25.22,         128.51,          20.66,           9.70,          34.42
        23,       14568.60,         700.59,       12893.03,         119.51,         270.58,        4252.39,        4278.19,        2710.97,              0,         173.32,         176.25,        2704.78,              0,         241.73,         253.24,          34.33,         271.92,        1232.69,         309.69,          90.85,         404.92,          25.07,         599.53,        1012.82,          60.81,          14.62,          76.58,          90.61,          26.69,         129.42,          22.23,          10.25,          35.54
        24,       12721.35,         645.94,       11376.52,         102.35,         253.58,        3946.61,        3881.20,        2570.19,              0,         147.25,         205.57,        2216.44,              0,         202.28,         292.70,           7.59,         257.73,        1190.25,         307.86,          94.10,         385.21,          25.57,         559.92,         959.33,          59.43,          14.66,          68.10,          85.88,          27.01,         135.06,          22.40,          10.30,          35.46
        25,       11731.61,         627.31,       10218.95,          88.50,         229.20,        3805.70,        3696.31,        2382.73,              0,         179.82,         231.79,        2437.78,              0,         236.33,         313.91,           2.94,         250.80,        1150.12,         306.58,          98.62,         372.81,          24.56,         486.73,         933.68,          52.92,          13.91,          64.58,          84.70,          27.79,         136.23,          23.57,          10.22,          35.78
        26,       11085.38,         579.79,        9550.83,          77.31,         207.61,        3658.08,        3489.68,        2243.82,              0,         186.44,         247.13,        1928.35,              0,         246.72,         340.61,           0.08,         236.66,        1096.33,         292.52,          97.44,         356.74,          22.49,         433.98,         895.11,          49.73,          14.45,          60.48,          74.72,          26.71,         132.39,          21.68,           9.58,          32.71
        27,        9922.23,         578.04,        8695.54,          73.30,         162.27,        3426.29,        3135.64,        2158.92,              0,         129.30,         146.48,        1444.25,              0,         177.10,         200.94,              0,         226.37,        1014.17,         271.49,          88.81,         337.14,          20.28,         397.26,         852.22,          48.25,          15.13,          60.53,          74.63,          27.08,         125.70,          21.47,          10.48,          32.70
        28,        9138.50,         544.34,        8109.34,          70.07,         135.02,        3124.54,        2794.87,        1938.97,              0,         169.64,         171.22,        1611.36,              0,         239.95,         224.31,              0,         207.68,         951.40,         248.22,          77.72,         312.76,          16.43,         394.58,         772.00,          43.96,          11.89,          47.96,          63.27,          22.85,         115.02,          17.94,           8.34,          27.16
        29,        8427.94,         548.57,        7922.63,          60.85,         114.38,        2858.38,        2502.73,        1668.42,              0,         147.06,         152.37,        1322.31,              0,         200.69,         195.65,              0,         208.74,         917.81,         247.65,          84.16,         308.54,          19.10,         350.46,         714.46,          41.89,          11.25,          44.08,          62.37,          22.26,         111.72,          17.78,           8.47,          25.25
        30,        7527.41,         579.58,        6709.46,          61.86,          91.27,        2538.72,        2220.61,        1688.88,              0,         111.46,          83.12,        1217.84,              0,         161.20,         112.50,              0,         189.19,         849.75,         237.77,          74.26,         282.03,          16.35,         328.44,         656.08,          38.03,          10.43,          42.17,          59.70,          20.17,         102.58,          15.97,           8.17,          23.58
        31,        6639.94,         633.91,        6211.46,          56.89,          73.07,        2374.71,        2014.50,        1791.94,              0,         134.26,         101.52,        1238.58,              0,         180.44,         126.64,              0,         187.07,         819.19,         231.58,          72.77,         270.50,          15.07,         365.77,         617.61,          35.47,          10.66,          42.14,          58.02,          19.27,         101.89,          15.19,           7.97,          22.66
        32,        6167.00,         597.10,        5762.25,          50.43,          51.97,        2127.57,        1823.64,        1386.79,              0,          83.03,          92.37,        1036.09,              0,         123.48,         110.45,              0,         186.62,         771.72,         227.19,          66.86,         255.71,          15.54,         321.58,         575.42,          34.28,           9.76,          41.47,          51.60,          20.37,         106.75,          17.00,           8.38,          23.05
        33,        5537.11,         572.07,        5276.04,          49.61,          33.29,        1937.79,        1670.38,        1336.35,              0,          80.58,         115.98,        1035.76,              0,         113.91,         123.63,              0,         176.02,         731.92,         221.69,          63.19,         236.02,          12.95,         303.53,         549.98,          31.76,           9.81,          41.24,          45.95,          20.66,         106.06,          17.23,           9.02,          22.97
        34,        5122.87,         614.54,        5107.54,          50.86,          15.25,        1833.63,        1539.23,        1157.56,              0,         104.16,         125.76,        1040.60,              0,         136.97,         138.66,              0,         184.91,         733.97,         226.30,          65.89,         233.53,          14.68,         334.83,         544.89,          33.49,           8.70,          43.31,          46.77,          22.02,         115.65,          16.73,           8.88,          23.72
        35,        4705.73,         586.21,        4564.74,          45.07,           7.75,        1676.94,        1404.34,        1187.51,              0,          82.21,         114.66,         972.64,              0,         105.70,         120.68,              0,         167.05,         695.16,         220.83,          63.72,         215.75,          13.52,         329.41,         511.87,          32.45,           7.11,          39.01,          39.34,          20.71,         116.01,          15.80,           8.21,          24.29
        36,        4171.94,         574.36,        4082.38,          42.73,           1.69,        1544.08,        1262.27,         998.65,              0,          74.44,          53.65,        1002.78,              0,         101.47,          65.25,              0,         163.67,         673.29,         211.57,          60.21,         201.85,          12.56,         358.08,         478.25,          34.85,           7.34,          35.89,          33.13,          22.88,         123.92,          17.07,           9.92,          25.82
        37,        3836.51,         529.71,        3608.98,          37.90,           0.13,        1412.23,        1138.71,        1045.89,              0,          62.35,          34.11,         942.92,              0,          83.60,          43.89,              0,         149.43,         643.74,         204.36,          57.90,         190.41,          10.25,         336.41,         440.61,          31.37,           5.89,          30.82,          29.33,          21.08,         114.02,          16.67,          10.47,          25.82
        38,        3351.39,         412.43,        3136.11,          33.99,              0,        1324.35,        1062.39,        1064.68,              0,          58.51,          20.49,         936.99,              0,          86.70,          30.84,              0,         141.11,         617.75,         195.37,          56.66,         179.57,          10.11,         344.86,         418.19,          34.50,           5.03,          29.13,          25.03,          20.91,         113.31,          16.61,          10.38,          26.04
        39,        3167.81,         432.28,        3019.84,          33.68,              0,        1248.57,         999.32,         949.32,              0,          68.12,          31.21,         988.85,              0,          93.36,          40.68,              0,         141.79,         611.35,         197.84,          58.88,         180.90,          10.14,         338.58,         407.81,          33.22,           5.05,          28.08,          25.88,          22.39,         111.92,          17.81,          12.22,          26.76
        40,        2873.20,         403.16,        2781.29,          29.82,              0,        1098.34,         907.01,        1010.58,              0,          60.08,          27.48,         883.89,              0,          84.10,          32.58,              0,         122.09,         571.15,         180.02,          50.46,         160.45,           7.03,         290.87,         373.28,          26.74,           4.23,          26.84,          20.56,          17.04,          98.52,          13.54,           8.97,          20.90
        41,        2573.54,         248.22,        2377.72,          24.39,              0,        1021.14,         875.97,         932.73,              0,          51.33,          19.73,         711.31,              0,          69.03,          25.92,              0,         113.56,         534.93,         173.58,          50.35,         151.77,           6.72,         296.21,         357.33,          27.39,           4.70,          29.11,          18.15,          17.75,          98.56,          14.35,           9.46,          23.03
        42,        2346.81,         215.71,        2280.70,          24.43,              0,         920.90,         789.71,         738.27,              0,          47.18,          28.41,         759.38,              0,          65.79,          29.63,              0,         103.56,         496.93,         159.71,          47.36,         139.04,           5.04,         268.10,         327.19,          23.95,           3.95,          26.04,          15.92,          16.83,          91.45,          13.86,           9.89,          21.77
        43,        2299.34,         217.20,        2120.12,          19.03,              0,         841.99,         718.97,         803.61,              0,          53.56,          31.37,         616.85,              0,          64.00,          29.51,              0,          95.15,         465.39,         147.55,          40.23,         127.40,           4.12,         253.04,         298.80,          21.33,           2.97,          21.60,          12.61,          15.13,          85.80,          12.19,           8.50,          19.61
        44,        2044.04,         174.30,        1874.06,          17.76,              0,         835.50,         699.99,         736.20,              0,          40.20,          32.20,         447.99,              0,          50.98,          28.78,              0,          92.72,         448.54,         143.82,          42.88,         126.04,           4.00,         234.45,         294.29,          20.04,           3.42,          23.02,           9.11,          13.01,          80.81,          10.51,           7.06,          17.90
        45,        1886.41,         151.12,        1875.13,          15.41,              0,         705.85,         595.20,         681.27,              0,          39.33,          32.72,         391.15,              0,          47.87,          30.26,              0,          77.12,         407.41,         131.99,          37.85,         111.27,           3.19,         235.49,         280.43,          20.12,           3.73,          23.62,           6.04,          14.29,          82.72,          11.00,           8.15,          19.03
        46,        1797.59,         141.76,        1705.57,          12.84,              0,         695.65,         559.15,         638.14,              0,          38.52,          43.55,         262.33,              0,          48.07,          41.34,              0,          69.91,         373.82,         121.74,          33.56,         101.34,           2.46,         207.67,         264.86,          16.98,           3.79,          25.46,           4.53,          11.92,          75.71,           8.89,           6.24,          17.08
        47,        1645.29,         142.95,        1623.34,          11.60,              0,         565.43,         464.90,         590.82,              0,          63.30,          72.13,         327.27,              0,          75.32,          67.58,              0,          61.02,         341.74,         109.01,          29.79,          90.73,           1.41,         192.82,         255.46,          17.22,           3.93,          24.43,           3.62,          12.22,          71.43,           9.73,           7.21,          17.75
        48,        1511.43,         127.62,        1393.69,           7.87,              0,         492.57,         406.26,         671.81,              0,          53.15,          80.40,         206.28,              0,          66.88,          82.45,              0,          54.75,         305.91,         102.77,          28.17,          84.41,           1.28,         181.80,         253.52,          15.96,           4.58,          27.69,           2.18,          11.75,          71.48,           8.90,           6.72,          17.94
        49,        1394.64,         103.40,        1263.48,           6.21,              0,         427.22,         359.54,         699.48,              0,          43.82,          70.64,         169.13,              0,          59.29,          77.72,              0,          42.61,         273.08,          93.81,          23.32,          72.25,           0.68,         158.23,         241.22,          12.43,           3.84,          28.09,           1.14,           9.17,          63.13,           6.90,           5.30,          15.74
        50,        1263.18,          94.83,        1130.60,           6.17,              0,         394.07,         313.24,         533.11,              0,          40.98,          89.41,         118.23,              0,          52.36,          97.70,              0,          36.93,         246.89,          85.38,          22.37,          64.11,           0.56,         146.70,         232.80,          11.62,           4.30,          28.71,           0.63,           8.81,          57.93,           6.54,           4.86,          15.07
        51,        1157.00,          87.79,        1000.13,           4.79,              0,         347.79,         278.40,         460.05,              0,          33.04,          86.58,          98.28,              0,          44.96,          92.93,              0,          29.74,         222.28,          74.11,          20.11,          55.64,           0.17,         127.67,         219.87,          10.53,           3.72,          27.42,           0.20,           8.21,          50.31,           6.20,           5.37,          14.68
        52,        1101.50,          71.00,         970.44,           3.05,              0,         306.41,         240.38,         516.07,              0,          32.77,          68.81,          84.69,              0,          45.33,          91.75,              0,          24.22,         193.52,          67.32,          17.38,          47.70,           0.13,         109.84,         202.17,           8.75,           3.13,          25.77,           0.14,           7.21,          42.76,           5.51,           5.23,          13.51
        53,        1112.63,          57.93,         961.70,           3.00,              0,         269.49,         201.91,         449.59,              0,          30.93,          91.67,          75.04,              0,          44.47,         115.13,              0,          22.43,         177.48,          61.02,          15.44,          43.66,              0,          95.10,         194.64,           7.60,           3.04,          26.28,           0.02,           6.90,          36.55,           5.06,           4.95,          12.96
        54,        1021.31,          57.44,         907.15,           1.68,              0,         233.16,         166.07,         442.52,              0,          37.30,         146.01,          94.47,              0,          53.57,         175.56,              0,          16.98,         154.22,          52.82,          12.60,          36.64,              0,          80.53,         180.35,           6.39,           2.23,          23.79,              0,           5.50,          33.05,           3.93,           3.91,          10.77
        55,         966.05,          52.14,         920.09,           0.78,              0,         209.74,         139.46,         475.76,              0,          29.56,          89.20,          89.53,              0,          43.16,         126.29,              0,          16.33,         143.14,          47.89,          11.80,          34.75,              0,          70.24,         179.39,           5.34,           2.16,          24.53,              0,           4.98,          29.49,           3.36,           3.37,           9.47
        56,         929.15,          45.83,         857.03,           0.40,              0,         166.03,         106.28,         485.40,              0,          29.61,         101.82,         155.48,              0,          46.65,         145.30,              0,          12.85,         124.86,          43.82,          10.66,          30.77,           0.01,          66.42,         166.07,           5.23,           1.80,          21.06,              0,           4.47,          26.11,           2.78,           3.20,           8.83
        57,         846.93,          42.66,         733.13,           0.35,              0,         145.50,          90.88,         339.62,              0,          20.06,          98.11,          94.64,              0,          29.83,         129.12,              0,          10.45,         112.58,          41.78,           9.28,          27.55,              0,          59.16,         164.52,           4.88,           1.98,          22.14,              0,           4.53,          25.36,           2.75,           3.28,           8.95
        58,         799.23,          37.37,         661.36,              0,              0,         130.94,          73.14,         347.26,              0,          15.39,         100.35,         104.32,              0,          26.65,         134.12,              0,           8.53,         103.75,          39.57,           8.51,          25.12,              0,          55.19,         163.14,           4.06,           2.59,          21.26,              0,           4.23,          23.02,           2.32,           2.85,           8.42
        59,         755.21,          30.23,         619.08,              0,              0,         119.33,          57.29,         295.72,              0,          27.07,         125.66,         208.34,              0,          40.01,         159.30,              0,           6.93,          96.69,          37.61,           8.04,          23.64,              0,          51.68,         165.39,           4.55,           1.75,          20.56,              0,           4.05,          22.48,           2.18,           2.91,           8.03
        60,         726.43,          27.44,         595.28,              0,              0,         109.95,          47.19,         291.45,              0,          20.30,         113.87,         162.43,              0,          33.16,         182.60,              0,           6.37,          91.77,          36.81,           8.00,          23.14,              0,          53.79,         167.50,           5.13,           1.87,          19.57,              0,           5.00,          24.84,           2.82,           3.77,          10.05
        61,         665.45,          19.92,         490.64,              0,              0,          90.90,          30.63,         313.49,              0,          22.49,         144.98,         171.75,              0,          33.42,         198.35,              0,           4.96,          80.62,          32.30,           5.53,          19.32,              0,          48.40,         158.51,           4.40,           1.56,          17.17,              0,           4.63,          24.90,           2.61,           3.69,           9.93
        62,         576.88,          16.93,         402.97,              0,              0,          71.99,          19.22,         350.31,              0,          26.38,         198.95,         184.98,              0,          36.16,         277.84,              0,           3.19,          65.03,          27.50,           4.99,          16.10,              0,          42.14,         143.08,           4.13,           1.33,          14.49,              0,           4.59,          22.26,           2.62,           3.74,           9.69
        63,         538.00,          12.36,         317.25,              0,              0,          55.99,           9.71,         293.24,              0,          33.16,         211.00,         194.59,              0,          45.90,         303.35,              0,           2.27,          61.03,          25.99,           4.47,          14.74,              0,          31.63,         139.37,           2.62,           1.55,          14.74,              0,           4.36,          19.72,           2.24,           3.43,           8.78
        64,         471.46,           9.51,         280.62,              0,              0,          41.71,           3.83,         283.34,              0,          31.32,         218.56,         183.17,              0,          42.67,         290.88,              0,           1.34,          50.88,          22.78,           3.32,          11.89,              0,          25.74,         127.59,           1.92,           1.15,          11.78,              0,           4.06,          17.38,           1.98,           3.10,           7.79
        65,         424.61,           7.05,         220.50,              0,              0,          33.28,           2.09,         269.55,              0,          40.66,         301.92,         282.38,              0,          52.20,         378.53,              0,           0.75,          44.16,          19.84,           3.31,          10.27,              0,          20.76,         115.70,           1.60,           1.05,          10.32,              0,           3.29,          15.00,           1.54,           2.54,           6.83
        66,         370.26,           3.23,         163.60,              0,              0,          23.19,           0.52,         236.20,              0,          35.64,         335.10,         256.75,              0,          45.92,         427.67,              0,           0.29,          35.82,          17.91,           2.51,           7.84,              0,          13.27,         108.42,           0.67,           1.08,          10.28,              0,           2.81,          12.58,           1.48,           2.18,           5.87
        67,         328.81,           1.62,         116.51,              0,              0,          16.52,           0.10,         235.80,              0,          40.25,         437.12,         281.98,              0,          52.23,         525.86,              0,           0.06,          33.84,          17.09,           2.25,           7.06,              0,          11.15,         107.45,           0.56,           1.25,          10.18,              0,           3.03,          11.69,           1.92,           2.57,           5.95
        68,         291.86,           0.33,          92.14,              0,              0,           8.31,              0,         245.08,              0,          23.90,         231.39,         199.13,              0,          34.72,         320.95,              0,           0.02,          29.50,          16.30,           2.13,           6.41,              0,           9.70,          95.97,           0.62,           1.11,           7.90,              0,           3.10,          11.23,           1.92,           2.89,           6.54
        69,         249.43,           0.08,          37.49,              0,              0,           4.25,              0,         270.92,              0,          23.92,         216.60,         213.13,              0,          32.32,         267.30,              0,           0.02,          22.88,          13.23,           1.53,           4.73,              0,           8.09,          80.46,           0.30,           0.76,           6.26,              0,           1.99,          11.05,           1.45,           2.09,           5.13
        70,         202.76,           0.02,          16.55,              0,              0,           1.67,              0,         230.23,              0,          19.92,         135.97,         173.37,              0,          27.77,         178.25,              0,              0,          18.97,          12.00,           0.84,           3.72,              0,           8.49,          71.91,           0.26,           0.57,           4.90,              0,           2.33,          10.94,           1.62,           2.53,           5.86
        71,         172.18,              0,           9.01,              0,              0,           0.48,              0,         205.29,              0,          15.84,         128.25,         116.90,              0,          21.73,         160.53,              0,              0,          14.77,          10.99,           0.97,           3.16,              0,           7.14,          59.74,           0.22,           0.57,           4.20,              0,           2.22,          11.32,           1.70,           2.45,           5.66
        72,         126.56,              0,           3.74,              0,              0,           0.04,              0,         221.23,              0,          14.00,         131.58,         142.92,              0,          20.13,         170.98,              0,              0,          11.19,           9.88,           0.65,           2.25,              0,           6.02,          52.66,           0.22,           0.63,           3.16,              0,           2.07,          10.90,           1.48,           2.41,           5.76
        73,         109.45,              0,           0.52,              0,              0,           0.01,              0,         210.66,              0,          15.57,         190.76,         136.87,              0,          22.38,         234.41,              0,              0,           7.28,           8.30,           0.22,           1.39,              0,           5.27,          42.52,           0.19,           0.28,           2.06,              0,           1.82,           9.76,           1.51,           2.50,           6.05
        74,          86.15,              0,           0.03,              0,              0,              0,              0,         203.61,              0,          15.98,         128.83,         133.79,              0,          21.74,         159.21,              0,              0,           5.85,           8.09,           0.48,           1.33,              0,           4.14,          38.15,           0.22,           0.47,           2.05,              0,           1.93,          10.18,           1.64,           2.39,           5.58
        75,          70.26,              0,           2.00,              0,              0,              0,              0,         174.37,              0,          10.39,         106.96,          58.38,              0,          14.07,         132.70,              0,              0,           3.89,           7.19,           0.25,           0.96,              0,           3.02,          30.19,           0.12,           0.38,           1.60,              0,           1.58,           9.57,           1.28,           1.97,           5.08
        76,          54.67,              0,           1.00,              0,              0,              0,              0,         152.65,              0,          11.62,         120.08,          50.47,              0,          14.31,         134.03,              0,              0,           2.15,           5.38,           0.04,           0.51,              0,           1.95,          24.06,           0.03,           0.19,           0.87,              0,           1.53,           8.00,           1.46,           2.19,           4.83
        77,          42.81,              0,              0,              0,              0,              0,              0,         147.67,              0,           8.76,          85.88,          26.20,              0,          13.13,          92.28,              0,              0,           1.24,           4.24,           0.08,           0.25,              0,           1.22,          15.46,           0.04,           0.15,           0.37,              0,           1.23,           6.61,           1.33,           2.07,           5.07
        78,          29.06,              0,              0,              0,              0,              0,              0,         126.44,              0,           7.98,          59.70,          16.04,              0,          11.80,          70.20,              0,              0,           0.38,           2.55,              0,           0.12,              0,           0.74,          10.14,              0,           0.13,           0.31,              0,           1.05,           5.42,           1.05,           1.59,           4.09
        79,          20.96,              0,              0,              0,              0,              0,              0,         119.81,              0,           8.78,          60.65,           9.03,              0,          11.51,          63.06,              0,              0,           0.11,           2.60,              0,           0.03,              0,           0.41,           6.82,              0,           0.12,           0.04,              0,           0.82,           4.76,           0.99,           1.49,           4.06
        80,          13.89,              0,              0,              0,              0,              0,              0,         122.14,              0,           8.46,          38.29,           4.61,              0,          10.55,          37.77,              0,              0,              0,           1.79,              0,              0,              0,           0.18,           3.97,              0,           0.05,              0,              0,           0.48,           4.73,           0.75,           1.17,           3.39
        81,           8.96,              0,              0,              0,              0,              0,              0,         117.45,              0,          10.01,          30.93,           2.43,              0,          13.02,          29.04,              0,              0,              0,           1.52,              0,              0,              0,           0.02,           2.03,              0,           0.02,              0,              0,           0.65,           3.94,           1.02,           1.40,           3.87
