TripCategory,HBWtrip,HBWabs,HBWrel,HBCtrip,HBCabs,HBCrel,HBOtrip,HBOabs,HBOrel,NHBtrip,NHBabs,NHBrel,HBSchtrip,HBSchabs,HBSchrel,TOTtrip,TOTabs,TOTrel,
1) Total Trips,    888541, 100.00, 100.00,    112528, 100.00, 100.00,   1952090, 100.00, 100.00,    862571, 100.00, 100.00,    445443, 100.00, 100.00,   4261173, 100.00, 100.00,
    2) Non-Motorized,     29114,   3.28,   3.28,     26960,  23.96,  23.96,    156519,   8.02,   8.02,     57750,   6.70,   6.70,     73519,  16.50,  16.50,    343863,   8.07,   8.07,
    2) Motorized,    859428,  96.72,  96.72,     85568,  76.04,  76.04,   1795571,  91.98,  91.98,    804820,  93.30,  93.30,    371923,  83.50,  83.50,   3917311,  91.93,  91.93
        3) Auto,    838594,  94.38,  97.58,     67156,  59.68,  78.48,   1786822,  91.53,  99.51,    803083,  93.10,  99.78,-,-,-,   3867579,  90.76,  98.73,
            4) Auto 1 pers,    720665,  81.11,  85.94,     48337,  42.96,  71.98,    575858,  29.50,  32.23,    363706,  42.17,  45.29,-,-,-,   1708566,  40.10,  44.18,
                    GP use,    719660,  80.99,  99.86,     48280,  42.91,  99.88,    575957,  29.50, 100.02,    363534,  42.15,  99.95,-,-,-,   1707431,  40.07,  99.93,
                    Toll use,      1066,   0.12,   0.15,        57,   0.05,   0.12,       207,   0.01,   0.04,       296,   0.03,   0.08,-,-,-,      1627,   0.04,   0.10
            4) Auto 2 pers,     88130,   9.92,  10.51,     13814,  12.28,  20.57,    597064,  30.59,  33.41,    211267,  24.49,  26.31,-,-,-,    910275,  21.36,  23.54,
                    GP use,     66046,   7.43,  74.94,     10471,   9.30,  75.80,    560419,  28.71,  93.86,    189796,  22.00,  89.84,-,-,-,    826731,  19.40,  90.82,
                    HOV use,     22095,   2.49,  25.07,      3343,   2.97,  24.20,     36682,   1.88,   6.14,     21489,   2.49,  10.17,-,-,-,     83609,   1.96,   9.18,
                    Toll use,         0,      0,      0,         0,      0,      0,         0,      0,      0,         0,      0,      0,-,-,-,         0,      0,      0
            4) Auto 3+pers,     29735,   3.35,   3.55,      5005,   4.45,   7.45,    613549,  31.43,  34.34,    227978,  26.43,  28.39,-,-,-,    876268,  20.56,  22.66,
                    GP use,     22272,   2.51,  74.90,      3794,   3.37,  75.80,    575863,  29.50,  93.86,    204793,  23.74,  89.83,-,-,-,    806722,  18.93,  92.06,
                    HOV use,      7455,   0.84,  25.07,      1211,   1.08,  24.20,     37691,   1.93,   6.14,     23188,   2.69,  10.17,-,-,-,     69546,   1.63,   7.94,
                    Toll use,         0,      0,      0,         0,      0,      0,         0,      0,      0,         0,      0,      0,-,-,-,         0,      0,      0
            4) IMZ Door-to-Door (D2D),        76,   0.01,   0.01,         0,      0,      0,       360,   0.02,   0.02,       144,   0.02,   0.02,-,-,-,       580,   0.01,   0.01,
                    IMZ D2D 1 pers,        65,   0.01,  85.53,         0,      0,      0,       307,   0.02,  85.28,       124,   0.01,  86.11,-,-,-,       496,   0.01,  85.52,
