I,J,TOT,HBW,HBShp,HBOth,HBSch_Pr,HBSch_Sc,HBC,NHBW,NHBNW,IX,XI,XX,II_LT,II_MD,II_HV,Ext_MD,Ext_HV,HBSch,HBO,NHB,TTUNIQUE,HBOthnTT,Tot_HBW,Tel_HBW,Tot_NHBW,Tel_NHBW,II_LT_D2D,II_LT_HnS,II_LT_Lcl,II_LT_Reg,II_LT_LHl,II_LT_Unk,II_MD_D2D,II_MD_HnS,II_MD_Lcl,II_MD_Reg,II_MD_LHl,II_MD_Unk,II_HV_D2D,II_HV_HnS,II_HV_Lcl,II_HV_Reg,II_HV_LHl,II_HV_Unk,IX_MD,XI_MD,XX_MD,IX_HV,XI_HV,XX_HV
         1,         1,   127535.66,    11069.19,     9723.00,    50005.28,     4142.12,     4111.75,           0,     7230.76,    17212.08,           0,           0,           0,    16495.91,     5479.92,     2066.98,           0,           0,     8253.87,    59728.12,    24443.07,           0,    50005.28,    12295.78,     1227.19,     7703.87,      472.85,    13227.51,      620.14,     1578.89,      295.00,      120.66,      653.76,       55.96,      749.85,     4182.91,      118.49,       73.72,      299.00,      231.25,      161.23,     1213.58,       90.02,       64.75,      306.22,           0,           0,           0,           0,           0,           0
         1,         2,      952.09,       69.38,        5.33,      386.61,           0,           0,           0,       83.82,      161.58,           0,           0,           0,      191.73,       46.96,        7.00,           0,           0,           0,      391.90,      245.37,           0,      386.61,       76.68,        7.34,       87.21,        3.41,      150.53,        7.64,       21.96,        2.81,        0.89,        7.92,        0.09,        2.78,       41.76,        0.60,        0.32,        1.41,        0.89,        0.31,        4.74,        0.19,        0.08,        0.79,           0,           0,           0,           0,           0,           0
         1,         3,        0.55,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,        0.55,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,        0.55,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0
         1,         4,     9305.25,     1856.24,      443.86,     3495.02,      240.04,      340.46,           0,      638.68,      891.31,           0,           0,           0,      457.83,      595.45,      346.90,           0,           0,      580.50,     3938.85,     1529.92,           0,     3495.02,     2069.57,      213.25,      669.27,       30.17,      147.29,       43.36,      172.27,       30.60,        8.17,       56.14,        2.81,       77.63,      462.58,       18.01,       10.13,       24.29,       52.46,       39.72,      145.25,       34.55,       18.86,       56.07,           0,           0,           0,           0,           0,           0
         1,         5,     4663.86,     1238.19,       85.82,     1429.26,       14.71,       25.69,      217.00,      416.02,      412.01,           0,           0,           0,      201.73,      395.20,      230.58,           0,           0,       40.40,     1515.01,      827.60,           0,     1429.26,     1397.11,      160.35,      442.91,       26.92,       10.80,       25.77,      104.25,       22.97,        7.03,       30.91,        3.19,       53.69,      300.02,       12.86,        7.77,       17.67,       28.90,       23.41,      119.03,       18.17,        8.31,       32.75,           0,           0,           0,           0,           0,           0
         1,         6,        7.31,        0.07,           0,        2.06,           0,           0,           0,        0.04,        0.11,           0,           0,           0,        5.01,        0.02,           0,           0,           0,           0,        2.06,        0.15,           0,        2.06,        0.07,           0,        0.04,           0,        5.01,           0,           0,           0,           0,           0,           0,           0,        0.02,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0
         1,         7,        0.11,        0.01,           0,        0.05,           0,           0,           0,           0,           0,           0,           0,           0,        0.05,           0,           0,           0,           0,           0,        0.05,           0,           0,        0.05,        0.01,           0,           0,           0,        0.05,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0
         1,         8,     3348.56,      909.07,       13.30,      873.07,       12.87,       26.99,       24.00,      379.72,      328.07,           0,           0,           0,      217.34,      450.88,      114.90,           0,           0,       39.86,      886.37,      707.52,           0,      873.07,     1049.28,      141.41,      405.21,       25.90,        1.54,       27.51,      119.64,       25.12,        7.69,       35.83,        1.95,       47.70,      329.21,       11.65,       11.74,       48.63,       25.88,       10.84,       51.22,        9.89,        4.29,       12.78,           0,           0,           0,           0,           0,           0
         1,         9,      866.86,      163.80,       13.79,      209.44,        1.76,        1.84,           0,       76.52,       73.66,           0,           0,           0,       71.48,      193.53,       61.18,           0,           0,        3.60,      223.23,      150.16,           0,      209.44,      184.80,       20.64,       78.76,        2.27,           0,        7.12,       40.63,       10.86,        3.06,        9.81,        0.51,       22.34,      134.20,        4.00,        7.22,       25.28,        4.70,        6.14,       34.46,        5.04,        2.96,        7.89,           0,           0,           0,           0,           0,           0
         1,        10,        0.52,           0,           0,        0.51,           0,           0,           0,           0,        0.01,           0,           0,           0,           0,           0,           0,           0,           0,           0,        0.51,        0.01,           0,        0.51,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0
         1,        11,      223.89,       89.14,        5.33,       65.21,           0,           0,           0,        7.96,        2.43,           0,           0,           0,       16.24,       25.76,       11.97,           0,           0,           0,       70.55,       10.38,           0,       65.21,       99.49,       10.10,        8.27,        0.33,           0,        1.00,        8.07,        3.19,        1.07,        2.92,           0,       16.47,        7.13,        1.91,        0.12,        0.14,           0,        1.24,        5.56,        0.83,        1.44,        2.90,           0,           0,           0,           0,           0,           0
         1,        12,     1051.25,      286.93,        8.99,      451.89,        0.08,           0,        9.00,       48.27,       25.36,           0,           0,           0,       73.37,      103.64,       44.21,           0,           0,        0.08,      460.88,       73.53,      168.00,      283.89,      320.44,       33.36,       49.28,        1.01,           0,        4.15,       37.58,       14.05,        5.06,       12.58,        0.02,       66.92,       29.23,        7.02,        0.27,        0.23,           0,        4.26,       24.04,        2.83,        4.19,        8.89,           0,           0,           0,           0,           0,           0
         1,        13,      392.06,      121.80,        9.82,      172.50,           0,           0,        2.00,       21.71,       17.93,           0,           0,           0,       22.65,       19.29,        4.45,           0,           0,           0,      182.31,       39.61,           0,      172.50,      143.35,       21.23,       21.92,        0.23,           0,        0.87,       13.48,        4.31,        1.37,        2.62,           0,       12.62,        5.75,        0.89,           0,        0.03,           0,        0.10,        3.65,        0.05,        0.08,        0.57,           0,           0,           0,           0,           0,           0
         1,        14,      992.13,      327.67,       12.38,      413.47,           0,           0,        7.00,       61.50,       34.40,           0,           0,           0,       52.65,       66.74,       16.89,           0,           0,           0,      425.84,       95.56,           0,      413.47,      362.38,       34.17,       64.62,        3.40,           0,        4.79,       29.73,        9.98,        1.37,        6.89,           0,       46.17,       18.86,        1.64,           0,        0.12,           0,        0.74,       13.42,        0.26,        0.34,        2.13,           0,           0,           0,           0,           0,           0
         1,        15,        9.12,        3.08,           0,        0.73,           0,           0,           0,           0,           0,           0,           0,           0,        0.37,        2.01,        2.94,           0,           0,           0,        0.73,           0,           0,        0.73,        3.12,        0.05,           0,           0,           0,           0,        0.13,        0.18,        0.01,        0.05,           0,        1.74,        0.22,        0.05,           0,           0,           0,        0.08,        1.20,        0.11,        0.21,        1.34,           0,           0,           0,           0,           0,           0
         1,        16,      125.31,       44.36,        1.38,       27.69,           0,           0,           0,        3.96,        1.01,           0,           0,           0,       12.92,       19.25,       14.94,           0,           0,           0,       29.05,        4.97,           0,       27.69,       47.57,        3.15,        3.96,        0.02,           0,           0,        7.37,        3.93,        0.49,        1.13,           0,       14.72,        4.02,        0.52,           0,           0,           0,        0.56,        9.69,        0.47,        1.05,        3.17,           0,           0,           0,           0,           0,           0
         1,        17,      124.72,       42.81,        1.70,       36.24,           0,           0,           0,        4.22,        0.99,           0,           0,           0,       13.01,       16.56,        9.32,           0,           0,           0,       37.93,        5.20,           0,       36.24,       46.55,        3.83,        4.22,           0,           0,           0,        7.86,        3.83,        0.30,        1.02,           0,       12.25,        3.94,        0.38,           0,           0,           0,        0.21,        6.87,        0.14,        0.34,        1.76,           0,           0,           0,           0,           0,           0
         1,        18,        0.30,        0.18,           0,        0.06,           0,           0,           0,           0,           0,           0,           0,           0,        0.06,           0,           0,           0,           0,           0,        0.06,           0,           0,        0.06,        0.18,           0,           0,           0,           0,           0,           0,        0.06,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0
         1,        19,        0.07,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,        0.07,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,        0.03,        0.04,           0,           0,           0,           0,           0,           0,           0
         1,        20,       11.21,        3.08,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,        0.29,        1.99,        5.85,           0,           0,           0,           0,           0,           0,           0,        3.30,        0.25,           0,           0,           0,           0,           0,        0.29,           0,           0,           0,           0,        1.99,           0,           0,           0,           0,        0.09,        1.75,        0.66,        1.12,        2.23,           0,           0,           0,           0,           0,           0
         1,        21,        6.55,        0.03,           0,           0,           0,           0,        5.00,           0,           0,           0,           0,           0,           0,           0,        1.52,           0,           0,           0,           0,           0,           0,           0,        0.03,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,        0.05,        0.44,        0.70,        0.33,           0,           0,           0,           0,           0,           0
         1,        22,        0.64,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,        0.64,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,        0.26,        0.38,           0,           0,           0,           0,           0,           0,           0
         1,        23,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0
         1,        24,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0
         1,        25,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0
         1,        26,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0
         1,        27,     8263.71,           0,           0,           0,           0,           0,           0,           0,           0,     7532.41,           0,           0,           0,           0,           0,      513.24,      218.16,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,      513.24,           0,           0,      218.16,           0,           0
         2,         1,     3544.89,      529.40,      411.03,     1361.74,      273.47,      342.81,           0,       74.53,      172.96,           0,           0,           0,      326.35,       45.74,        6.90,           0,           0,      616.28,     1772.80,      247.47,           0,     1361.74,      587.02,       57.67,       79.20,        4.69,      289.38,        6.72,       19.68,        2.70,        0.81,        7.07,        0.08,        2.32,       41.05,        0.59,        0.32,        1.38,        0.85,        0.31,        4.68,        0.19,        0.08,        0.79,           0,           0,           0,           0,           0,           0
         2,         2,     2943.62,       61.80,      161.44,     1518.37,           0,           0,           0,       68.15,      262.86,           0,           0,           0,      844.76,       24.72,        1.52,           0,           0,           0,     1679.81,      331.00,           0,     1518.37,       68.66,        6.87,       71.07,        2.93,      825.56,        3.97,        9.99,        0.78,        0.29,        4.18,        0.02,        0.41,       23.74,        0.08,        0.06,        0.41,        0.05,        0.07,        1.25,        0.01,        0.01,        0.13,           0,           0,           0,           0,           0,           0
         2,         3,        0.04,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,        0.04,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,        0.04,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0
         2,         4,      546.31,      132.05,        5.37,      212.95,       38.20,        9.84,           0,       30.50,       38.03,           0,           0,           0,       53.05,       21.69,        4.73,           0,           0,       48.03,      218.32,       68.52,           0,      212.95,      147.44,       15.41,       32.31,        1.79,       36.73,        2.55,        8.73,        1.62,        0.30,        3.12,        0.02,        1.13,       19.53,        0.29,        0.20,        0.52,        0.60,        0.50,        2.28,        0.42,        0.13,        0.80,           0,           0,           0,           0,           0,           0
         2,         5,      342.63,       92.62,        6.68,      147.74,       13.27,        2.69,           0,       21.09,       23.41,           0,           0,           0,       16.21,       15.47,        3.58,           0,           0,       15.96,      154.42,       44.46,           0,      147.74,      104.92,       12.38,       22.68,        1.61,        4.65,        1.88,        5.84,        1.28,        0.30,        2.27,        0.02,        1.00,       13.63,        0.21,        0.17,        0.44,        0.28,        0.26,        2.41,        0.17,        0.02,        0.44,           0,           0,           0,           0,           0,           0
         2,         6,        1.53,        0.01,           0,        0.28,           0,           0,           0,        0.01,        0.01,           0,           0,           0,        1.22,           0,           0,           0,           0,           0,        0.28,        0.02,           0,        0.28,        0.01,           0,        0.01,           0,        1.22,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0
         2,         7,        0.03,        0.01,           0,        0.02,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,        0.02,           0,           0,        0.02,        0.01,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0
         2,         8,      254.17,       60.00,        3.72,      101.13,       20.28,        0.35,           0,       17.43,       18.22,           0,           0,           0,       14.43,       17.15,        1.66,           0,           0,       20.63,      104.85,       35.64,           0,      101.13,       69.59,        9.66,       18.86,        1.43,        0.92,        2.22,        7.08,        1.40,        0.34,        2.47,           0,        0.88,       14.52,        0.16,        0.23,        1.36,        0.27,        0.09,        1.04,        0.07,        0.04,        0.15,           0,           0,           0,           0,           0,           0
         2,         9,       91.20,       19.87,        4.21,       38.00,        3.62,           0,           0,        4.91,        5.92,           0,           0,           0,        5.74,        8.11,        0.85,           0,           0,        3.62,       42.21,       10.82,           0,       38.00,       22.85,        2.95,        5.25,        0.34,           0,        0.72,        3.06,        0.71,        0.17,        1.08,           0,        0.42,        6.86,        0.03,        0.15,        0.65,        0.01,        0.03,        0.72,           0,           0,        0.09,           0,           0,           0,           0,           0,           0
         2,        10,        0.11,           0,           0,        0.11,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,        0.11,           0,           0,        0.11,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0
         2,        11,       20.01,       10.13,        0.58,        7.19,           0,           0,           0,        0.28,        0.06,           0,           0,           0,        1.01,        0.62,        0.15,           0,           0,           0,        7.77,        0.33,           0,        7.19,       11.46,        1.32,        0.30,        0.01,           0,        0.03,        0.58,        0.16,        0.04,        0.20,           0,        0.22,        0.37,        0.03,           0,           0,           0,           0,        0.10,           0,           0,        0.05,           0,           0,           0,           0,           0,           0
