Bin,HBW,HBShp,HBOth,HBSch_Pr,HBSch_Sc,NHBW,NHBNW,IX,IX_LT,IX_MD,IX_HV,XI,XI_LT,XI_MD,XI_HV,II_LT_D2D,II_LT_HnS,II_LT_Lcl,II_LT_Reg,II_LT_LHl,II_LT_Unk,II_MD_D2D,II_MD_HnS,II_MD_Lcl,II_MD_Reg,II_MD_LHl,II_MD_Unk,II_HV_D2D,II_HV_HnS,II_HV_Lcl,II_HV_Reg,II_HV_LHl,II_HV_Unk
         0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0
         1,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0
         2,        4982.88,        1341.75,       17517.60,        3021.71,        1087.04,        9514.21,       13502.56,              0,              0,              0,              0,           0.25,              0,              0,              0,       65640.79,         917.09,        1859.78,         473.18,         258.10,        1021.72,          84.72,         848.36,        2023.04,          65.23,          41.86,         215.62,         135.35,          28.56,         872.48,          32.44,          33.78,         145.61
         3,       13629.23,       11617.35,      169101.76,       30278.47,       10522.69,       27114.63,       51797.48,              0,              0,              0,              0,              0,              0,              0,              0,       94791.83,        1625.98,        3876.94,         770.14,         365.75,        2076.65,         194.31,        3184.03,        5720.24,         231.38,         127.88,         794.11,         599.79,         202.29,        2116.85,         143.64,         141.13,         542.46
         4,       21520.87,       21933.91,      177299.62,       23242.20,       10306.54,       24479.08,       80959.85,           0.06,              0,              0,              0,           8.03,              0,           0.01,              0,       65963.27,        2480.20,        5712.64,        1156.89,         592.38,        2656.78,         285.74,        3213.13,        3960.12,         143.60,          42.00,         416.71,         321.40,         200.56,         842.13,          57.43,          54.15,         236.21
         5,       30955.32,       42416.35,      304878.88,       53957.36,       25235.37,       28797.51,       90588.63,           0.41,              0,           0.25,           0.07,          24.38,              0,           0.28,           0.22,       43883.39,        2337.08,        5891.19,        1070.12,         501.42,        2670.52,         166.95,        3048.96,        5452.41,         192.67,          83.54,         631.59,         280.89,         206.83,         809.53,          49.65,          47.66,         256.07
         6,       37336.55,       52652.11,      302058.87,       50375.24,       27461.93,       30922.52,       98142.79,           1.31,              0,           0.25,              0,          51.81,              0,           0.43,           0.13,       11155.01,        2586.77,        6528.54,        1198.56,         568.80,        2830.28,          76.50,        2162.93,        6374.26,         129.87,          85.00,         653.92,         111.98,         242.99,        1095.35,          55.64,          49.02,         254.88
         7,       49335.81,       70340.33,      326391.48,       39196.25,       26008.67,       43817.67,      132622.21,           0.35,              0,           1.59,           0.44,          24.10,              0,           0.89,           0.57,       10278.93,        3499.09,        9077.84,        1617.45,         816.26,        3662.81,         111.82,        2982.63,        6814.63,         168.66,          93.18,         761.43,         171.28,         209.41,        1277.41,          79.31,          56.94,         252.93
         8,       49978.26,       71685.32,      313391.60,       22310.17,       24196.04,       42465.79,      120104.97,           5.96,              0,           1.24,           0.43,          86.31,              0,           1.81,           0.60,        7654.52,        3444.27,        8773.42,        1547.37,         739.13,        3492.93,         138.66,        3198.20,        6199.02,         187.13,          89.16,         709.02,         191.46,         102.70,        1148.98,          68.35,          45.06,         190.85
         9,       47847.98,       71083.78,      300924.18,       16501.55,       26898.64,       36591.58,      105519.28,          51.35,              0,           5.32,           1.87,         244.21,              0,           6.10,           2.28,        6815.21,        2998.72,        8037.51,        1467.05,         690.98,        3245.36,         161.00,        3616.92,        5811.63,         212.15,          74.69,         636.15,         241.85,         139.07,        1132.19,          97.20,          64.55,         246.28
        10,       47722.80,       65245.68,      277686.51,       14515.72,       28775.19,       34794.28,       95681.14,         235.79,              0,           9.02,           1.98,         305.44,              0,          15.98,           4.36,        6605.07,        2815.17,        7698.12,        1425.00,         634.53,        3108.01,         173.34,        3659.06,        5244.98,         224.09,          74.81,         604.24,         242.20,         114.56,         983.58,          74.78,          50.54,         198.24
        11,       49798.33,       63820.96,      248435.08,       16211.18,       31217.84,       38855.14,       97245.92,         168.09,              0,           7.25,           1.28,         261.40,              0,          12.80,           2.49,        6387.23,        3151.03,        8232.76,        1504.48,         701.86,        3208.51,         167.73,        3794.75,        5001.98,         199.92,          67.75,         560.12,         265.54,         121.28,        1035.94,          85.37,          57.78,         217.42
        12,       49831.64,       57217.17,      224574.30,       15730.58,       29155.26,       36939.09,       88121.50,         671.00,              0,          48.20,           3.43,         655.37,              0,          51.70,           4.45,        5677.01,        2717.03,        7589.80,        1376.54,         634.01,        2910.98,         129.57,        3547.05,        4740.65,         196.23,          67.85,         503.92,         281.67,          94.81,         914.21,          67.22,          46.58,         176.83
        13,       45816.56,       48506.24,      202101.45,       13160.99,       19079.67,       27559.50,       67031.86,         642.45,              0,         122.42,           9.36,         349.54,              0,         138.38,          11.18,        5194.31,        2660.74,        6971.85,        1346.87,         551.07,        2744.24,         124.14,        3660.19,        4617.06,         209.68,          64.70,         479.58,         299.77,         106.83,        1004.01,          80.57,          54.96,         208.81
        14,       45912.52,       42282.63,      176666.64,       10749.12,       12023.61,       21465.32,       53677.52,        1035.06,              0,          47.71,           3.37,         835.73,              0,          59.10,           5.60,        4877.80,        2347.04,        6281.99,        1258.24,         512.21,        2522.49,         111.31,        3394.01,        4211.82,         197.13,          58.09,         440.64,         270.65,         100.62,         960.18,          70.12,          48.03,         186.06
        15,       46205.32,       36007.52,      162548.49,        6515.71,       10940.61,       33876.70,       69182.71,         991.63,              0,          60.55,           4.54,        1108.41,              0,          77.96,           9.12,        4242.37,        2216.95,        6074.60,        1163.43,         481.74,        2344.00,         115.88,        3574.64,        3945.20,         211.26,          67.65,         444.51,         270.23,          83.55,         817.62,          63.10,          43.90,         175.59
